RENAME,Run_0,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Mean
gamma_glutamyl_alpha_lysine,0.5036789552158966,0.5037618315365495,0.5000953077687509,0.49073028353496134,0.502004100117609,0.5222662303856235,0.518966999402537,0.4984773359632751,0.49580306778002203,0.49656929703551395,0.5032353408740738
X___23064,0.49555142513367567,0.5053104886011155,0.5037580644310653,0.4962276205680945,0.47383782912258837,0.4946055049465861,0.5194292232454517,0.512334633487006,0.5114354254079209,0.5058800749503306,0.5018370289893835
X___21796,0.4973942931365598,0.5014235891624894,0.4946405390275894,0.49623854517399874,0.5163831417509053,0.5079256132282662,0.505488295979971,0.49467142929256014,0.5036356335028279,0.4936565710751093,0.5011457651330278
X___25096,0.5149358198238652,0.49890113533025077,0.4997498641958472,0.4955152609210271,0.49293177997994386,0.499665857743549,0.5072980134545939,0.5087204724854382,0.4940035214902066,0.49602909410907575,0.5007750819533798
pterin,0.518820835709749,0.49354694830551826,0.4669519370079689,0.5071917810799387,0.5104394027178912,0.5071963016065196,0.5133653135474907,0.4992100379799574,0.49426081479477935,0.4901599437646492,0.5001143316514461
X3_2_hydroxyphenylpropionate,0.5092987231772671,0.5060699370667356,0.5066794547340837,0.4966442624346501,0.4960422789782704,0.49355900304306777,0.4912102127736519,0.5018831760315652,0.4969298090303545,0.49212863309070654,0.4990445490360352
methionine_sulfoxide,0.5044700948773881,0.4992081544272154,0.4998591102548898,0.49326931263133056,0.5043540205186701,0.5137947635726926,0.5073021572706266,0.4870317393705467,0.48828467865460085,0.49274380141628094,0.49903178329942416
X___24736,0.5024083105360666,0.5080981466594438,0.492233358623168,0.4930756834094413,0.5000896571105244,0.5047996690974542,0.49317588841532184,0.4931645870988692,0.4844422310606888,0.5009771871626085,0.4972464719173586
12oxoCA,0.4880929329854537,0.5036959071905756,0.4886188209110518,0.4916196971397874,0.5026079671267306,0.5013648223169355,0.4931834226262902,0.5021043051234894,0.4984358978029487,0.4978410718469891,0.49675648450702525
lignoceroylcarnitine__C24.,0.5107471752359526,0.4995607555005391,0.48457634001592725,0.4798147186838637,0.4899429584887577,0.5067480160538966,0.48775728388680895,0.501723450759034,0.5116072054180018,0.4894472074070334,0.4961925111449815
glutaminylleucine,0.4905340173392331,0.5035666954724666,0.4865314677622413,0.4968028575755361,0.4953954669666287,0.497224396679221,0.4973359030015542,0.4951366668198622,0.5007003049095178,0.4915861699009778,0.49548139464272384
malate,0.49337818197982486,0.500751160833555,0.4939639668826222,0.4856428075785121,0.5047830938333235,0.49867058847461604,0.5029519038574407,0.48782885889100924,0.5040274124731875,0.48272518438097783,0.49547231591850693
X___24246,0.48586167640714567,0.5002075675121809,0.4691146322664639,0.49068093445311783,0.5078031823000287,0.49083387893577757,0.49352020185658024,0.49532238512023463,0.5076393132114649,0.5047450460679329,0.4945728818130927
X___25828,0.4762001809717474,0.49991599354770166,0.48795279666144037,0.4997223643258124,0.5069197960639775,0.49718145167670097,0.5020319766981922,0.49789305790267147,0.48478164726481765,0.4887069711793827,0.4941306236292444
X___25007,0.49282893800022437,0.48795091310869826,0.5008532493921775,0.49664237888190793,0.5021577980213654,0.4930794505149255,0.4889465590881796,0.497885523691703,0.49240099481721616,0.48668855606093364,0.4939434361577331
X___25530,0.5056758978330855,0.49077737235351415,0.4796606440695588,0.48927354384421057,0.4994338040457206,0.5025028648837206,0.486423351834844,0.4935853727814573,0.5008178386006257,0.48257638371435085,0.4930727073961088
heptenedioate_C7_1_DC.,0.4906334689240167,0.4757017929161841,0.5005413330580835,0.49699648679742536,0.5050848389826101,0.4765169945429709,0.4955491648703852,0.5046749779059262,0.49356616054348773,0.49017501218658616,0.4929440230727676
carboxyethyl_GABA,0.49292838958500806,0.5043668286773164,0.49281386957828754,0.49689289139660914,0.4834431946862716,0.4870419105553541,0.4952835839337471,0.4924450699513816,0.4962091617512218,0.4824298433110144,0.49238547434262125
X2_hydroxyquinoline,0.48172690142765756,0.4940758499155037,0.4982671314772553,0.4984713085945004,0.4720416732277087,0.4798260200003163,0.49980976117304643,0.4891345376518425,0.5043992257844808,0.4909517893374339,0.4908704198589745
hydroxy_undecanedioate_OH_C11_0_DC.,0.48056700964906396,0.48264343819197014,0.4856688006063532,0.4885675882764663,0.4921018866417685,0.4942178697922591,0.4902601487705297,0.4914546979195782,0.4970243633780086,0.5026241656803129,0.49051299689063105
N_alpha_acetylornithine,0.48671869290480746,0.4930704094617634,0.48294028610412726,0.4885954648570495,0.4946454362647189,0.4919881200561448,0.5067529132910261,0.47837606109943714,0.4866049263191838,0.48722499188188767,0.4896917302240146
X2_hydroxypalmitate,0.488234952862209,0.48988268480101005,0.49339174355956805,0.4855260273085011,0.4910075424986004,0.477862604621937,0.4936878380506283,0.48683848685920594,0.49893729954289934,0.4881991653601088,0.4893568345464668
X4_ureidobutyrate,0.47904848942837186,0.48572493047806825,0.4873432789940924,0.4900284717832497,0.49539320670333814,0.49032644982705215,0.49200695558356605,0.4891070377818077,0.4854623632258176,0.49086363906910296,0.4885304822874466
X1_methyladenine,0.4986280201826443,0.49692076797719237,0.48837621931786757,0.48339572915717033,0.4976282303871303,0.4900499442845098,0.4955273156585766,0.47772661211395634,0.47366830937579807,0.4802234496289024,0.4882144598083748
X2_hydroxydecanoate,0.4916445600359834,0.502438070669392,0.4790786262722456,0.476043846094152,0.486728110668518,0.4955642332923221,0.498066344754946,0.48564544455235104,0.4784619511044776,0.48750790150375306,0.4881179088948141
X___25701,0.4768096986390954,0.4990574702078462,0.48911042817674344,0.48966080228798914,0.48919066752355744,0.4951219751084737,0.48455185383027977,0.4878420437602041,0.4882944731288598,0.4774576407823825,0.48770970534454305
glutamate,0.49176322385873644,0.48869077262580046,0.4895489192551076,0.48707543779416385,0.4895820697833687,0.4910941859247377,0.5054675768998078,0.4774372984127677,0.47320269513794755,0.47465566772321405,0.4868517847415652
isoleucine,0.4779055496244572,0.49211243453712433,0.48982655492929517,0.4814379644370173,0.49880921795643557,0.4933725313215985,0.5102416296799692,0.4735827960813061,0.4772150391891983,0.47288060761904616,0.4867384325375449
N_methyltryptophan,0.48653485815717706,0.4863947218331639,0.4934275310616682,0.48536404177267917,0.4758389155558099,0.5020376273564187,0.48851258853639656,0.48461815488680215,0.4799337592171653,0.48243775423253127,0.4865099952609813
X___25485,0.48362778285499874,0.48372497417649185,0.48235073409584567,0.4992017503478921,0.497888160665542,0.49950726260266304,0.46536184178307644,0.4922585982299124,0.48791437218550127,0.46185428986671223,0.48536897668086365
O_sulfo_L_tyrosine,0.4899580269106947,0.4905091544430371,0.48104618546665767,0.48497301622341643,0.48457935370031463,0.48806580982596715,0.482588061741352,0.47124191673340715,0.48270559543245983,0.47992961540113255,0.48355967358784396
phenethylamine,0.482412514625787,0.4886674165717983,0.47653809033368255,0.4795901991970037,0.4796847535446578,0.4743230323089568,0.49047675733587276,0.4818421748554749,0.49025638166504554,0.47875201822676305,0.48225433386650424
N_methylleucine,0.47808561726660326,0.47518984328087754,0.4795227680088361,0.4865766730280521,0.4818007366951484,0.4836179883807397,0.5024636869866848,0.4813795743020117,0.4803161204238144,0.4693267203052259,0.4818279728677994
N_methyltaurine,0.4692468576689602,0.4894634059606156,0.48329138033525726,0.48710595134858603,0.4765520286239742,0.48629263327454125,0.48354076271831314,0.47021085996237405,0.48000947803739824,0.4857271907413587,0.48114405486713785
X1_palmitoyl_2_linoleoyl_GPE_16_0_18_2,0.4870155408169646,0.4761941536029726,0.48272141727549356,0.474580702324078,0.47160167530715086,0.4890655996214811,0.4767385003454435,0.48207950250098125,0.4915699713473956,0.47702027983566375,0.4808587342977625
leucine,0.4723535895618027,0.4835944895152519,0.4834202153428178,0.4756275809381448,0.4905686747096879,0.4890773237086312,0.5063147989232105,0.46391112946110047,0.467755837318303,0.464215511584226,0.47968391510631764
X___25676,0.45808831451413,0.4893202559522149,0.4786118819027498,0.48837169879128645,0.482990011896519,0.4810096445434607,0.47955667195819407,0.4895515562289464,0.4805756739916776,0.46812463694520895,0.47962003467243886
X___23581,0.4713387313443518,0.4818094010377622,0.47630716676749946,0.47535182881669935,0.4747283728590597,0.47863335440400995,0.4958215265968948,0.4902288817950106,0.47613387991522493,0.4720394129644181,0.479239255650093
X8_hydroxyguanine,0.4621835348860337,0.4846558259416444,0.45995491528156474,0.47616439346964723,0.486225578796922,0.4861909214264672,0.4893846734559952,0.4735112210771058,0.4742288546718511,0.4976749424951347,0.4790174861502366
diglycerol,0.4748572078666203,0.4927867464188011,0.4788194494149308,0.47444772350048475,0.468407169856526,0.4731130380274229,0.5016891700991275,0.47655730257165213,0.48066570781275064,0.46534978704552693,0.4786693302613843
adenine,0.479369446815628,0.4829986762391328,0.46603276326981735,0.47523429512559145,0.4800173889589151,0.4721607137610102,0.4917485321473479,0.4745592298228179,0.4786973951972418,0.472878724066304,0.47736971654038063
X___24988,0.49013470415790494,0.4708998635554393,0.4677596044237872,0.4784649647888649,0.4649862613662989,0.4710599655385189,0.498731992294009,0.47408269097906314,0.4865277006567571,0.46922425503605486,0.4771872002796698
phenylacetate,0.46440650383227633,0.47795791239068797,0.4720507142808708,0.47140616253251943,0.48178943537869573,0.48660379618753846,0.4855294177034368,0.47790592633500556,0.47328029751092265,0.4772836005090112,0.47682137666609653
androstenediol_3beta.17beta_monosulfate_2,0.47066215919938453,0.46869158632058516,0.46812765062959627,0.47684134232516295,0.4854510619093649,0.48837094537018966,0.46977613598949425,0.4878367698125262,0.4814854299661186,0.4657106757509159,0.4762953757273339
X___15854,0.48160183352558117,0.4631038387558305,0.4770926082609609,0.47949639827044643,0.4768646983791651,0.4698292521768218,0.4760423392519582,0.5021480035471064,0.4695889108469281,0.4578750963437227,0.47536429793585216
X3_hydroxypalmitoylcarnitine,0.4633882552198897,0.4715805795164392,0.4760615514899278,0.47243608917190727,0.4779861656818197,0.47420964243388153,0.480373757137723,0.4851707892613384,0.48318062743402096,0.46766015283900364,0.4752047610185951
X___23657,0.4858198615362707,0.47457015442872214,0.47024476391173214,0.4737632404340006,0.4668151910788914,0.4826686777987144,0.4604201528088668,0.4722782474521181,0.4851809604461457,0.47707226589134605,0.47488335157868083
X1_oleoyl_2_linoleoyl_GPC_18_1_18_2.,0.47881229191451075,0.47517326801674703,0.462745210313732,0.47548028711371154,0.4634782890409627,0.4774493531503172,0.4845989426488326,0.48565523902661006,0.47100948632503037,0.4729073540679841,0.47473097216184384
X1_methylguanidine,0.47554169093310444,0.47336279712102725,0.47665713086698414,0.45562161384305777,0.47214790560236386,0.4870543420034521,0.4803635859529157,0.46296897637949513,0.4781877058252258,0.47540984224115646,0.4737315590768783
cytosine,0.4658037232563763,0.4823013850140022,0.47092547987273203,0.46876203119314014,0.46242990358470215,0.467153477151375,0.4868290690954953,0.4711130817258466,0.47325920172021096,0.46617176946218536,0.4714749122076066
dimethylarginine__ADMA_._SDMA,0.4717323938674536,0.4648958508346775,0.46895227002009365,0.48579462192952644,0.47352026213026793,0.4673738528222024,0.4574460230290692,0.47596473687898316,0.47427782704314614,0.4681860407646018,0.4708143879320022
diaminopimelate,0.45440634561384596,0.4772553472178795,0.47268622497605994,0.46172809183299063,0.48549099322749767,0.4691703854276304,0.4950699890527915,0.4576969122543187,0.47053407761292076,0.46389907472355085,0.4707937441939486
X2_hydroxyarachidate.,0.4719749954606378,0.4693515832014218,0.46076032243409254,0.47009633995565353,0.47254684207314357,0.47369467911418767,0.4774342847283803,0.4725788624697595,0.4748278244438433,0.4643221206694297,0.47075878545505495
X___21342,0.46760011154400594,0.470781953153783,0.4674928933555039,0.4672815587378387,0.47174934584213263,0.46864600434422593,0.4947181414005646,0.4656473883787809,0.4659438595803896,0.4609878556053399,0.47008491119425655
X___23782,0.46468376279591544,0.4707653778896524,0.472710334451159,0.46326168047561955,0.480488653854992,0.4708972265816003,0.4742356354617227,0.46118901903819765,0.46324472850094056,0.47464511982785823,0.4696121538877659
methionine,0.4552528142161519,0.4737775554348407,0.47087876776472765,0.4667142326519141,0.47621449597258747,0.4820791257904328,0.4942024246597738,0.45682068351868743,0.46440876409556686,0.45470017984161576,0.4695049043946299
N1.N12_diacetylspermine,0.445630873388338,0.4622166854142949,0.47444395639500053,0.4563177749365431,0.4654138278387588,0.47717774484490444,0.4748104957586159,0.47585059358281107,0.4687469627712033,0.46834614274768144,0.46689550576781513
O_desmethyltramadol,0.45288895552479913,0.49254678179945577,0.4600426888393472,0.461728468543539,0.47289868972537036,0.46250411556274146,0.4709601372431869,0.47703158115211636,0.4656907100918495,0.44810021103324915,0.4664392339515655
X1_methyl_4_imidazoleacetate,0.4641744501344479,0.49799439304019716,0.46294449019384765,0.4251702166613048,0.47270694405622327,0.4634462686443468,0.4806107533354682,0.449266506891166,0.47127243028782945,0.47203677599057914,0.4659623229235411
X___24855,0.47586829897858696,0.47051222840111223,0.46885357185640686,0.46297274348497935,0.46090309573194477,0.479157358776866,0.4722417065289211,0.4640731149969222,0.44704127768163276,0.4511364980535365,0.46527598944909077
oleoyl_ethanolamide,0.45469226892009884,0.4697855537532048,0.46471766674527354,0.46027210556333664,0.47319440750588226,0.47815568542860987,0.4643903052786942,0.4475091521827739,0.46354459009748505,0.4717911607130075,0.4648052896188367
oxalate__ethanedioate,0.4537105612309092,0.46552382731889824,0.4557387708236173,0.46970644453803606,0.46704310096068713,0.4754467598749019,0.47362498766272954,0.46915569371624194,0.46245137608596226,0.44706463373563504,0.4639466155947618
X1.3_dimethylurate,0.4599865589676322,0.4666208084359053,0.4610281636340211,0.45392453282241335,0.46910370766055964,0.46978442362155953,0.48716848529962425,0.4636312335236223,0.4287308847649966,0.47422621769801215,0.46342050164283466
linoleoyl_linolenoyl_glycerol_18_2_18_3__2_.,0.47198931046147785,0.4721731452091082,0.4441929692250084,0.4715353742506284,0.4597473477693837,0.4654157113915009,0.464552290814516,0.46783343969127805,0.4563388707272547,0.4600012506790207,0.46337797102191775
indoleacetate,0.46392958827797315,0.46304695546301866,0.4647591049056,0.45706592208571056,0.45839420347944926,0.46256325911884383,0.4763158311101132,0.46495838478571566,0.4592210831332372,0.4574305778965838,0.4627684910256245
S_a_amino_omega_caprolactam,0.45989501830436547,0.45352182924614937,0.46423660737493766,0.4707426312349036,0.45552050996065363,0.48984501374616785,0.4714355459552964,0.46068234335056907,0.456242809537407,0.43876683048552706,0.46208891391959767
X2_hydroxy_3_methylvalerate,0.46639289855410954,0.4728331420899448,0.45785776765849523,0.4582955053157625,0.465420231918082,0.46196994000507796,0.44884157739254515,0.46258548504120084,0.4669040947683192,0.45778506252264967,0.46188857052661864
X___25709,0.454433092062784,0.45906776194002913,0.46677752002404915,0.46267777912556435,0.4669169029269655,0.46286123716264616,0.4494495882176994,0.47146944990465445,0.46427352500868313,0.45950097907071524,0.4617427835443791
secoisolariciresinol_diglucoside,0.4575051665851716,0.46883737330282477,0.46982247138695027,0.4551205888136555,0.4500813318074044,0.4674906330922134,0.47888575047145315,0.45343895292549635,0.45446548916994833,0.45816742372929875,0.4613815181284416
X___23475,0.4609354928391091,0.4718472905847225,0.451309784905811,0.45426733942147796,0.4586575241527968,0.47661456257501245,0.4815374160218009,0.4487530504136658,0.4618682281570039,0.4456519691790497,0.461144265825045
pipecolate,0.4538612454502783,0.4506776646055576,0.461189395748746,0.4729137581473073,0.4550772671005869,0.4577816721277138,0.47887218889170996,0.4605358029472326,0.4692449741162181,0.44367386208928183,0.4603827831224633
X___15608,0.46820788997641033,0.45198372007693927,0.4622385346261034,0.4690325093669077,0.47000705955567734,0.4651188634793438,0.43326120582032857,0.47397306820947205,0.45505504117823,0.44952832072231985,0.4598406213011733
X___11381,0.45374559531191255,0.45755037185098224,0.44936407492320746,0.4587155375772539,0.4696589790089348,0.45557565515615017,0.46497043952326517,0.4673109421606157,0.4632296600790036,0.4575959538273414,0.4597717209418667
pentose_acid.,0.46278702518460696,0.4576204400129889,0.4515279003133477,0.4671934084695078,0.4601696402941656,0.4610421019243128,0.45532288237815854,0.46201288500759813,0.45615541269017285,0.4614188124727355,0.45952505087475953
N_acetylaspartate_NAA,0.464686023059206,0.45520572539759907,0.4548188436643689,0.4554487037013318,0.4546730566821294,0.4580461229327066,0.4557221955594867,0.4670310462231376,0.4496353065180719,0.47652791914887516,0.45917949428869126
alpha_hydroxyisocaproate,0.46391866367206885,0.46591259260487045,0.45206697310814076,0.44596237867095007,0.46035159148905386,0.462510896352613,0.4423263684575737,0.46336791285027484,0.4639781839387196,0.4706195909074128,0.45910151520516784
X___12680,0.4577643434424864,0.45615164558468857,0.46578526443950363,0.4525099847130859,0.46266007372978846,0.4590813235197723,0.4520187541579426,0.4522722803570311,0.4609354928391091,0.4675245370415715,0.45867036998249794
X___25670,0.4530294685593609,0.4660286194537847,0.44976451823618085,0.4659431061592927,0.4565366437651766,0.47184503032143194,0.46241973239989476,0.45315001593485615,0.457846843052591,0.44974078547163027,0.45863047633542
X1_methyl_beta_carboline_3_carboxylic_acid,0.44428337975662985,0.4640022934138187,0.4507643080316948,0.45983775830100526,0.45484295313946804,0.4545536394382793,0.46897185896861165,0.4675486465166705,0.46449201712676835,0.45537034790725983,0.45846672026002067
X___22062,0.45788300726523956,0.46263558754414097,0.46482239227773503,0.4568790736536929,0.4717953045290401,0.4559474684674435,0.4512453674020307,0.4566993827220953,0.44915952109541396,0.45683650536172116,0.4583903610318553
stearoyl_linolenoyl_glycerol_18_0_18_3__2_.,0.4372253309213812,0.468543539075055,0.4577756447589391,0.4719798926977673,0.47451515468865246,0.45853019598742983,0.46580070957198894,0.4272281863873382,0.46159322945665526,0.4501721190495743,0.4573364002594782
X___14454,0.4390923083993643,0.47342608449316226,0.44299239270718505,0.4543076474501593,0.44823055288300345,0.46793402140770696,0.4568074986494926,0.47518155564881226,0.4524802245797605,0.4580156093782844,0.4568467895596931
oleoylcarnitine__C18,0.4445983097751112,0.46390284182903513,0.4569871895810903,0.4547062072103905,0.4555134979156605,0.4595815951280778,0.4642678743504568,0.44272379808615964,0.4540134365118411,0.4663763232899789,0.45626710736778026
X___25681,0.46089066428384684,0.44161702249489365,0.4599157373845287,0.4515286537344446,0.4494209582160193,0.4594761161745194,0.4579398905580514,0.45495822656728535,0.44764401455910924,0.4585588259891099,0.45419501099618087
X___25536,0.45193361757399914,0.44944506769111836,0.4680745344422686,0.4571729078814627,0.46227582897039726,0.4622607605484603,0.44941756782108355,0.4822588167220305,0.4353756821286255,0.4228361181032774,0.45410509018827233
X___17303,0.46446790765166923,0.47101852737819244,0.4517185158508497,0.4312612495187522,0.43143415966047827,0.4401911730691135,0.47946513129492735,0.455469422781495,0.4517264267723666,0.46276931978883107,0.4539521833766675
X3_hydroxyphenylacetate,0.449356540712239,0.4596482728951486,0.43641766350556277,0.46066011742821206,0.4397831955451716,0.44652028699316415,0.45808643096138785,0.4580216367470591,0.463718253660308,0.45783855542052565,0.4530050953868779
FAD,0.45374182820642833,0.4617231945958611,0.4627440801820867,0.43939782065413524,0.4544556946956893,0.43842967454468873,0.4478964106265524,0.45466288549732187,0.4608597740188762,0.4555074705468857,0.4529418833568526
docosapentaenoate_DPA__22_5n3,0.4502308858951283,0.46446677752002397,0.4600272437068619,0.4454692645630647,0.45886471495442926,0.43542088739443624,0.45920488457965497,0.45021770102593345,0.4464875131754514,0.45878259205487315,0.4529172464869857
hydroxy_N6.N6.N6_trimethyllysine.,0.44958708756787374,0.462238157915555,0.436592457200031,0.45025763234406624,0.4464980610708072,0.45865036665237663,0.45447189324927156,0.4516955365073959,0.45459583101970263,0.45529538250812374,0.4519882406035203
beta_hydroxyisovalerate,0.4486972972524992,0.4575364335606906,0.4421188009453927,0.44330845285731174,0.4475517204747456,0.4479898348425613,0.4563633569129022,0.45234310194013466,0.45961625249853266,0.45526562237479834,0.451079087365957
nicotinamide,0.4540752170417824,0.45325172778293027,0.45727687999282735,0.45208317166172296,0.45261131985061165,0.45450805746192013,0.463486576673028,0.44671203266231135,0.43883501509479167,0.43037334275611977,0.45032133409780456
valerylhistidine.,0.4510890325244352,0.4597933064562913,0.4409457242976043,0.4390663153715232,0.4518315290153765,0.4475355219211634,0.45480076155804466,0.4306596427729211,0.4563584596757727,0.4675422424373473,0.4499622536030479
linolenoyl_linolenoyl_glycerol_18_3_18_3__2_.,0.4409129504798915,0.44977732639482726,0.44668867660830913,0.4558875714902443,0.4520809113984324,0.4482912032812995,0.4476944937725979,0.4580604379335467,0.4491727059646088,0.4458979611671698,0.4494464238490926
N_acetylserotonin,0.44738107059631016,0.4624257597686695,0.46203586435105193,0.44132507181986597,0.4239447772472855,0.43438644022846734,0.47232533627067097,0.4417236315800973,0.4426232163697308,0.4581760880719125,0.4486347256304062
X___25417,0.4504557820925366,0.46875638053491386,0.4523950879958169,0.4318711438966486,0.42261310545861114,0.451031772521075,0.457068935770098,0.46231199318304583,0.43256316117410126,0.4501860573398659,0.4479253419966713
N_methylglutamate,0.45049043946299155,0.43881768640956414,0.4338673330927408,0.4536325821473857,0.43466784300813915,0.4420713354162914,0.4652627669088412,0.4627591486040236,0.4436516361669249,0.44791449273287676,0.44731352639497785
X___24545,0.4459491938017553,0.44772425390592324,0.4398408322590803,0.4498206481078959,0.42024359610903206,0.44377067670022646,0.46134309365250253,0.45074660263591904,0.4550746301267479,0.45380662242075703,0.44683201497198394
X___22085,0.4347944177524092,0.4473942554655049,0.438762309958946,0.45273902472652694,0.44615902157722676,0.4430161254717357,0.44531368310656605,0.44796233497252647,0.4548018916896899,0.45258909392825464,0.44635321586493876
isoxanthohumol,0.4473696230567993,0.44775401403924864,0.4282049968393984,0.44758072718697417,0.4485582910601312,0.4569009228655015,0.44489779466110735,0.45247834102701834,0.4407852456039762,0.4397428875164904,0.44542728438566453
X___19197,0.4394927517123377,0.4514555718880506,0.45011975628334355,0.43802923123171533,0.44468909701728115,0.4495595876978389,0.4544613453539157,0.45352597306218206,0.4295491000761708,0.4293927651985754,0.4440275179521412
X1_palmitoyl_2_linoleoyl_GPC_16_0_18_2,0.43460681589929473,0.44954112888096615,0.44358721866314454,0.43124806464955745,0.45364614372712886,0.44307677587003175,0.43468630182501183,0.4579805752972811,0.4474714811279316,0.4394042247334584,0.44352487306738064
X___25945,0.441112983781104,0.46248113621928766,0.45603825570961337,0.4299943719444065,0.4336149370252975,0.43101262055679324,0.44322331627336825,0.4501792765499943,0.43309507646847417,0.45201348021026466,0.4432765454738604
X1_palmitoyl_2_oleoyl_GPE_16_0_18_1,0.43489537617938645,0.43752180212298986,0.4503081115575549,0.436109514276953,0.43802433399458585,0.4563460282276747,0.4319634379810122,0.44581395471487145,0.44946880045566906,0.44828630604416997,0.4428737665554867
X3_hydroxyadipate.,0.4447546446527067,0.4437880053854539,0.42361779249125453,0.46232367121004697,0.43305288488705085,0.4639292115674247,0.4648355771469298,0.42617339685175454,0.4415269886738206,0.42364905946677367,0.44276512323332157
guanosine_2.3_cyclic_monophosphate,0.44484015794719867,0.4497908879745705,0.44463635754050196,0.4409370599549906,0.453150769355953,0.4461043985477054,0.4388983024669267,0.4384006678324602,0.42751750008852685,0.43446404260144245,0.44187401443102764
X___25520,0.4349255130232603,0.44037576123784067,0.4385664204737662,0.44747035099628635,0.4287764667413557,0.4468687442504552,0.4422227730567574,0.4453283748179546,0.4470962774217025,0.44381475183439195,0.4415445433853771
X15_2_anacardic_acid,0.4472533657203948,0.4460049469629218,0.4443963929211566,0.4425670864980158,0.4308950868656853,0.4437989299913582,0.45192344638919163,0.43565143425007097,0.43375884045479507,0.42304895956313626,0.43992984896167264
hexanoylglutamine,0.4510890325244352,0.43589667281709416,0.44064322572722076,0.4199689741192319,0.4512596824028708,0.4276384241745706,0.4329790903965096,0.44759730245110474,0.45594671504634665,0.43416870153147896,0.4397187821190863
glycerol,0.4363698212659131,0.44880692002209027,0.43615170585837637,0.4379109441195106,0.42822496249846487,0.4506995138173661,0.4465153897560346,0.4398227501527561,0.43307511080940775,0.43583526899770125,0.4393412387297621
phosphate,0.42562754326708996,0.4464225726488735,0.4382929286156112,0.44107757298955225,0.45600661202354587,0.44439413265786615,0.4352671894906797,0.43881768640956414,0.43439962509766217,0.4323887441901815,0.43926946073906253
N_methylalanine,0.44670675871463345,0.44077055389258774,0.428697357526187,0.4468016897728359,0.43690475024467346,0.43001132391908553,0.44676251187579996,0.435575715429838,0.4426055109739549,0.432588777491394,0.438742494984099
X___24231,0.4391393972179172,0.4239873455392574,0.4352596552797113,0.4352690730434219,0.44237195043393285,0.43972857251565045,0.43753837738712054,0.4387001527184563,0.4499498598260049,0.4350716767160483,0.4377016060677521
X___23453,0.43982651725824023,0.4426235930802792,0.4384443662560772,0.43666252536203765,0.4387348100889112,0.43454089155332065,0.4322380599708124,0.4442385512013675,0.4241655296286613,0.44295547507343963,0.4374430319473147
ciliatine_2_aminoethylphosphonate,0.43317531581528823,0.4406748694132883,0.4549785689369002,0.43519109395989836,0.44252263465330194,0.43804015583761957,0.4173090209368188,0.4450797458559955,0.4247773075592998,0.4425053059680744,0.4374254018936485
aspartate,0.4386116257395769,0.4295125591529738,0.4393601495992929,0.4383972774375244,0.4510909160771774,0.4586296475722135,0.443548417476657,0.41653525747035847,0.41898613629839687,0.42334166365926074,0.4358013650483432
TCA,0.4346200007684895,0.43519071724934993,0.420594690340162,0.4272357205983067,0.4320244650898567,0.43943812868281645,0.45346268569004705,0.4396080251401551,0.43813960742240315,0.4376348152875167,0.4357948856269103
N_acetylhistidine,0.4335034307029644,0.4514073529378525,0.4360401995360433,0.4252075110055986,0.4391985407740196,0.4331297338389291,0.4468246691162897,0.42717469348946224,0.42774540997032273,0.42878739134726,0.43490189327187423
adenosine_2.3_cyclic_monophosphate,0.43607410348540127,0.42668459306596423,0.43606581585333604,0.4126858795970834,0.4368282780033436,0.4387958371977556,0.4335697317594868,0.4336608957122051,0.4533146384445169,0.4399862425307715,0.43476660156498637
alanine,0.4285899950198864,0.4392136091959564,0.44106890864693854,0.4255164136553053,0.44925482886416485,0.4459352555114636,0.4558299347763356,0.41593478085617264,0.4254599070730419,0.42057660823383775,0.4347380241833103
N_formylphenylalanine,0.43604283650988224,0.43612759638327736,0.44078449218287935,0.42761619825221375,0.4389517953648027,0.44807195774211744,0.447235660324619,0.430343205912246,0.4222115320139925,0.4188154864199614,0.4346200761105991
X___23738,0.4151030039652552,0.43973799027936095,0.45007869483356544,0.39734072489657407,0.4399809685830936,0.42893355504004804,0.44867544804069065,0.45332405620822747,0.44332615825308763,0.4295325248120402,0.4346033124911943
laurylcarnitine__C12,0.43593472058248484,0.4325473393310675,0.4350456836882072,0.4255318587877906,0.4366003681215479,0.4311037845095115,0.43614115796302055,0.4384326882290761,0.4301544739274861,0.44087603284614607,0.43423681079863385
X___23922,0.4283854411920929,0.43879508377665877,0.4576019811961162,0.43526681278013135,0.39971362464108895,0.4435649927407877,0.4379859095186467,0.4322738474729126,0.43690399682357656,0.42752955482607646,0.43380212449680877
GDCA,0.42232680544180984,0.436328759816135,0.4311708389871307,0.44146784511771825,0.43110340779896306,0.4256704882696101,0.44125688721060147,0.436762730367918,0.4289203701708532,0.44262962044905396,0.4337637753629794
ectoine,0.44148253682910676,0.4450951909884808,0.4264871967385907,0.4360002682179104,0.4352152034349974,0.43642406758488606,0.444621289118565,0.4235507380136354,0.4242438854227332,0.4212501666944176,0.4334370543043324
X___23552,0.42497997783435126,0.43530071672948933,0.4405358632209203,0.44151757091011007,0.4293185532205361,0.43727656355596667,0.42831687987227995,0.4293283476947951,0.4359128713706763,0.43093200449943075,0.43334193489085554
X___12798,0.41778744333331563,0.44483488399952076,0.4242397416067005,0.42840955066719194,0.44587083800768335,0.43482455459628305,0.4437213276183831,0.42088927798902864,0.42726322046834153,0.4410587374621311,0.43288995757485793
