Samples,Run_0,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Mean
9-cis-Retinoic acid,0.07555665308474296,0.05869860476602049,0.07349878585833641,0.21162283409474422,0.15597810429271103,0.12344733917767625,0.11569329546857637,0.12891303453101205,0.1938593241964028,0.07400913693048525,0.12112771124007078
10Z-Heptadecenoic acid,0.08490760176153433,0.10739597481170514,0.1511050747005803,0.1850187265917603,0.08601061859488826,0.13457628513808287,0.11370127999341481,0.11939745647610817,0.17714944231798163,0.043157591472198206,0.1202420051858254
Asn_DCA,0.10197966827180309,0.18133102852203975,0.10602955097337119,0.09653043585627853,-0.02929579783512368,0.07177017738815492,0.09164094332633657,0.13786887270033335,0.03232497839239412,0.08502284232621311,0.08752026999218009
Linoleic acid,0.004370909988887517,-0.022513067456887678,0.1125653372844384,0.1441577149442318,0.08548380458492817,0.02567395151664814,0.06551426101987899,0.03629254640490595,0.11788286619747294,0.06452648475120384,0.06339548092357081
GCDCA,0.044425237683664645,0.010034160595958347,-0.03894307939251759,0.04014487385273902,0.08136807013211508,0.04475449643988969,-0.0222990492653414,0.02542700744947936,-0.01895707288965716,0.0645429476890151,0.023049759229534506
Saccharin,0.05002263653949047,0.02590443264600568,-0.008305552125776845,0.05733218092768655,0.06472404000493887,0.034942585504383256,-0.05061530230069555,-0.009260402518829484,0.09671152817220231,-0.05952175165658312,0.020193439519282215
13-HODE,-0.04246614808412561,0.009589661275054532,0.016141910523932993,0.10398814668477589,-0.028077540437090993,0.010923159237765979,0.033642013417294316,0.00033749022513067454,0.016158373461744247,0.04218627814133431,0.016242334444581636
Caprylic acid,0.12099436144379964,0.003597151911758653,0.041231427748281674,-0.0699757171667284,0.005704407951598963,0.019138165205580936,-0.05387496398732354,0.04197225994978804,0.032884718277976704,0.01950034983742849,0.016117216117216115
Acesulfame,-0.0904226859283039,0.11605548010042392,0.014396839115940236,0.00405811417047372,0.02906531670576614,-0.042169815203523066,-0.024900193439519283,-0.055982220027163854,0.09705724986623863,-0.17420257644976747,-0.012704449108943491
Salicylic acid,-0.014791949623410296,0.005819648516277729,-0.04556118039264106,-0.043881960735893316,0.10031691155286661,-0.0754414125200642,-0.05652549697493517,-0.036177305840227186,-0.016899205663250608,-0.014594394369675268,-0.019773634605095278
GUDCA,-0.026019673210684446,0.013343211096020081,-0.06875745976869571,-0.0055891673869201955,-0.1240564678766926,-0.06274848746758858,-0.029773223031649997,-0.05920895583816931,-0.016816890974194344,-0.1511050747005803,-0.05307321891591554
10-Hydroxystearic Acid,-0.06645264847512039,-0.12535703996378153,-0.15019961312096144,-0.0027410791455735276,-0.1930032514302177,-0.04951228546734164,-0.10703379017985759,-0.09600362184631847,0.0058855002675227384,0.0028727826480635468,-0.07815450467135861
